treatment,conversion,active_days,gender,age,time_spent_in_app,used_discount,used_bogo,channel_Web,channel_phone,hours_listening,yandex_pay_balance
control,0,13.776992637116749,0,28,3,1,1,0,0,8.879590999850183,4897.558154258384
control,0,13.426519915832225,0,48,0,0,0,0,1,11.492224368882544,5159.94163546085
treatment1,0,29.95502594058281,0,41,0,1,0,0,0,8.37793378877018,5352.159176719946
treatment1,1,17.48653475543182,0,47,0,1,0,0,0,8.517337776503819,6464.544835176173
treatment1,1,19.39099720806192,1,45,0,1,0,0,0,13.049444590122691,7536.7084836509075
treatment1,0,19.276942316846203,0,41,2,1,1,0,0,8.852003464955745,5018.356921492461
treatment1,0,27.109729102195523,0,37,0,1,0,1,0,13.904949476731133,6171.5514831985465
control,0,9.401228981326934,0,41,1,1,0,1,1,9.99614062402628,5847.926565923334
control,0,8.728196420858357,1,50,2,1,0,1,0,10.906482736511343,6100.129119227338
control,0,8.678256854252153,0,47,2,1,1,0,1,8.311613205300619,5309.598318222999
control,0,10.045710095071694,0,41,1,0,1,0,0,6.549222856529495,3852.4183486444717
control,0,10.227833913118427,0,38,0,1,0,0,1,12.856442049583785,6460.443209340226
treatment1,1,19.76569412381595,0,47,0,0,1,1,0,10.182420133755103,5024.786033254661
control,0,8.160667475947726,0,39,1,0,0,1,0,10.533828106884037,4251.943553102693
treatment1,1,21.272160720303848,1,47,0,1,1,0,0,10.931206140792561,6542.220528869274
treatment1,1,22.378276713823478,0,51,0,0,0,0,1,9.773098341066799,4953.436462460221
treatment1,0,19.903546315806665,0,40,0,1,1,0,0,12.360412343750049,5995.328642142495
treatment1,0,33.585713697719996,0,48,0,1,1,0,1,9.089098501627737,5046.585151802869
control,1,6.851117304648459,0,43,1,1,0,1,0,3.509185552167579,4880.20873336963
control,1,3.9551390543285923,1,44,2,1,1,0,0,14.039687481666244,6149.7517638865575
control,0,11.87107056055303,0,30,0,0,0,1,0,9.087416500414001,4126.41882091236
control,0,5.768550532047331,1,34,1,0,0,1,0,10.833483818822575,4479.257221608426
treatment1,0,26.128452643935717,0,30,1,1,1,0,0,7.349334760082122,5067.263167619381
control,0,5.220036500482415,0,40,0,0,0,1,0,9.912960136971664,4446.165961920264
control,1,9.44585159470487,1,31,2,0,0,1,1,8.53294914012228,3863.094270375794
treatment1,1,23.661672641040887,1,38,0,0,1,0,0,11.706210197523635,3845.5684423996568
control,1,5.184811109155757,1,39,1,1,0,0,1,10.880781910654346,5525.008403110204
treatment1,1,18.860990616382228,0,35,3,0,0,0,0,9.57249922862478,4918.151928687691
treatment1,0,20.657336888043318,0,46,2,0,1,0,0,11.519324266359984,4572.0680474094615
treatment1,1,28.73316327941479,0,65,2,1,0,0,0,7.530187636694286,9306.631989717864
control,1,9.792194165340208,1,46,0,1,0,1,0,9.287948217088083,7313.909150421638
treatment1,0,21.073792109604426,0,35,2,1,0,1,1,9.671692702481707,6177.194127847384
control,0,8.954303545649214,0,41,1,1,0,0,0,10.433624055616768,5568.456267017739
treatment1,0,18.292900508141773,0,40,1,1,1,0,0,7.44533140010925,5654.320774148127
treatment1,0,23.347436087124212,0,38,2,0,1,1,0,9.13710455849786,3508.47869515527
treatment1,1,18.991357649155084,1,30,0,0,0,1,0,3.5657959223499276,1440.5396863068388
treatment1,0,33.04473593690404,1,34,0,0,1,0,0,12.391634568311666,5628.344832517916
control,1,11.353993655582231,0,39,1,0,1,0,0,8.36893752858872,4220.081571496038
control,0,0.4538893456548503,0,37,0,0,0,1,0,9.961280438627128,5065.121196807565
treatment1,1,17.49221305706375,0,38,1,0,0,0,0,10.517929467678792,4925.47163661079
control,0,6.198037624297242,0,41,1,1,0,0,1,8.665379100811196,6370.6605493168745
treatment1,1,20.348124083446805,0,43,0,1,0,1,1,10.332695272220356,5754.0306339785775
treatment1,0,21.44478059060563,0,43,0,0,0,0,0,8.347901363772833,4215.516493500661
control,1,8.190280701679226,1,32,1,0,1,1,1,8.495101005491302,2800.296659832844
treatment1,0,24.689960409047757,1,39,1,1,0,0,0,11.002331659838042,6162.800468680904
control,0,5.925987567417078,0,46,0,1,0,0,1,9.51905447272014,5057.681754545045
treatment1,0,14.652878209934642,0,38,1,1,1,0,0,8.506781298869301,5147.907960640765
treatment1,0,19.085572983673178,0,31,1,0,0,1,0,10.223376090083487,4690.606359893171
treatment1,1,23.904417210164812,1,46,1,1,0,1,0,9.268307113212748,6778.849387398421
treatment1,0,25.58466096378008,0,45,1,1,0,0,0,9.777623982683709,5720.589993296237
control,1,6.061886659462743,1,52,0,1,0,0,0,11.762592578392772,8731.676391623756
treatment1,0,14.368733237044504,1,30,0,1,0,0,0,12.35355883408346,5898.266354106287
treatment1,1,22.06242384395884,0,48,2,1,0,0,0,6.746049485008747,6283.303794994803
control,0,5.874590003992239,1,45,0,0,0,0,0,10.272604556916649,4878.945385190045
treatment1,0,19.86575577295035,0,30,0,0,0,0,0,12.691734478432126,4867.404101152844
treatment1,0,26.641676192369403,1,39,1,0,0,0,0,7.553484340520818,4176.492635631864
control,0,3.133225938288856,1,36,1,1,0,0,0,6.267127608361979,4565.142965087033
control,0,8.201898454750923,1,34,1,1,0,1,1,11.193715935273168,6108.016428210593
treatment1,1,26.617276200204337,0,32,0,0,0,1,0,9.540411727784344,4211.891940239058
control,1,4.51842666391008,0,32,1,0,0,0,0,9.55696600749114,3464.744587588842
treatment1,0,20.597553206085855,1,32,0,0,0,0,1,9.25706980304634,3565.2859007251977
control,0,3.809043411612279,1,37,1,1,0,0,0,9.81468183941685,5485.308017381598
treatment1,0,20.78213011394012,1,31,1,0,0,0,1,10.20270469340809,4704.4597466235
control,0,5.910544399894766,1,30,1,1,0,0,1,13.548379485506208,6211.2326691952
treatment1,1,31.49024570576722,1,43,1,1,1,0,1,7.369255920205427,5657.307753184189
treatment1,0,24.619321049218417,1,40,0,1,0,0,0,7.803317581628727,4723.470616362507
treatment1,1,25.11420447283852,0,43,0,1,0,0,1,8.815278585935056,5306.052248346948
control,0,3.1121208634735886,0,46,2,1,0,1,1,10.083228772442556,5705.303473354221
treatment1,0,21.131937470745868,1,45,0,0,0,0,0,9.804873296792556,4122.823025965267
treatment1,0,23.115970077057494,1,39,1,1,0,0,0,10.667591678151897,6345.110427931836
treatment1,0,23.696925193291,0,44,1,0,0,1,0,8.443430550155316,4706.224783456278
control,0,9.123187067636934,0,33,2,0,1,0,0,7.597845043582664,3790.336998052534
treatment1,1,18.465498442555372,0,44,0,1,0,1,0,12.061081452043432,7070.869658119236
control,0,5.6763941418509996,0,41,1,1,0,1,0,10.284709094192586,5490.282340943949
treatment1,0,25.991471771202107,0,38,1,0,0,1,0,8.031408147408213,4444.803224453405
control,1,13.575171006861078,1,43,1,1,1,0,1,10.024266477536248,5201.647675934226
control,0,7.874796824524685,1,45,1,1,1,0,0,9.944068361049839,5646.095520049581
treatment1,1,19.127626068420106,0,31,0,0,0,1,0,6.118674770444611,1393.1829866000055
control,0,7.0807549721704595,1,40,1,0,1,1,0,12.909040114623473,5057.971514025027
treatment1,1,30.50612072771049,1,46,0,1,0,1,0,9.047948849292542,6521.987858484287
control,1,7.663031468488449,0,30,2,0,1,0,0,14.946981016388596,4776.739128705971
treatment1,1,34.20658738375072,1,39,2,0,0,0,1,10.664359764134716,4875.082067524202
control,1,9.520521950725282,0,41,1,0,0,0,0,12.642689975720856,5380.459394569513
control,0,8.71453774348473,0,46,0,0,0,0,0,11.079004549904699,4807.049266233285
control,0,9.905345589457129,0,43,0,0,1,1,1,13.268234477969713,5454.586493828964
control,1,6.170323743149662,1,29,0,0,1,0,1,8.44277262867072,1984.3030601565026
treatment1,1,21.753791914625708,1,38,1,0,0,0,0,8.971376609623652,4257.454294353037
treatment1,0,23.536999185811318,1,35,0,0,1,0,0,13.593649021745959,5981.110744533027
treatment1,0,21.857327042179186,0,47,1,0,1,0,0,13.673877328366439,4963.770713156471
treatment1,1,21.22730596779292,0,48,1,1,0,1,0,9.992403128766359,7215.717273450308
treatment1,0,18.498736465409923,0,31,0,0,0,1,0,8.9358700657027,3895.2171062599236
treatment1,0,26.39476449619975,1,47,2,1,0,1,1,9.005256017144866,4989.3417159785495
control,0,13.411519129353248,0,49,1,0,0,0,0,12.047744688114474,5476.463271332967
treatment1,1,23.36845210152688,0,40,0,1,0,0,0,10.141917362364751,5255.690627688716
control,0,7.067977344078457,1,31,0,0,0,0,0,7.035182742573904,4042.5280750100264
treatment1,1,20.751345787731765,0,38,1,0,0,0,0,3.2580817342715838,2636.341497677685
treatment1,1,23.254139259285463,0,49,0,1,0,1,0,13.927432325742053,7640.261891086782
control,1,5.050202196519604,0,37,0,0,0,1,0,8.539151381243084,3519.5041824960786
treatment1,1,22.18206106349419,1,29,1,0,0,0,0,6.808144349922193,1708.9753619311434
treatment1,1,19.324116122815816,0,44,0,0,0,0,0,10.253882392479081,4897.593886984343
treatment1,0,26.52154837618844,1,46,1,1,0,0,0,14.100864961284179,6480.63533056468
control,0,7.053999835457176,1,33,0,1,0,0,1,10.075708510862398,6257.8451310735545
control,1,9.666191145742241,1,47,1,1,0,0,1,11.971929077919155,5741.15309837677
treatment1,1,19.428227194089875,0,31,0,0,0,0,0,9.1474422269854,4125.544949139535
treatment1,0,23.90291429080575,0,37,0,1,1,0,0,8.372675515107526,6320.223199374973
treatment1,0,26.131596719247153,1,38,0,0,1,0,0,8.50540015426715,4085.822380182222
treatment1,1,25.99355062905329,0,41,3,1,0,1,0,9.6425385653895,5251.928528106642
control,1,6.082945693253551,0,35,1,0,0,0,0,12.305562026768058,5041.854739280627
treatment1,0,26.769518530233903,1,38,0,0,0,0,0,12.045501091427981,5361.992632752084
treatment1,1,19.695363133331995,0,43,1,1,0,0,0,11.27972131887487,6052.258910166859
treatment1,0,21.673778055899653,0,39,0,0,0,0,0,12.144180230216575,4243.498017639775
treatment1,1,21.371660652602273,1,35,0,0,1,0,0,9.298501817066182,3784.557369262629
treatment1,0,19.79989629180411,0,43,5,0,0,0,0,14.468158288772347,5473.032540429218
control,1,12.348395791099197,0,35,1,0,0,0,0,7.179312141263294,3195.789782409344
control,1,7.700087112039869,0,35,0,0,0,1,0,12.833775737964837,4568.470643724292
treatment1,0,18.8296488677003,0,42,0,0,0,1,0,13.082537177526772,4824.15188231323
treatment1,1,14.95960274942921,0,28,1,0,0,0,1,10.078364430357801,3572.09168213603
control,1,9.13649336380869,0,47,0,1,1,0,0,5.880132669036172,5133.645044473396
control,0,5.214177271058347,1,45,3,1,1,0,0,7.302138601976852,5157.632231848774
control,0,7.7681736431689155,0,49,0,1,1,0,0,9.941670675781896,5298.151787455516
treatment1,1,21.15059897518649,0,50,1,1,0,0,0,8.617971248703013,7006.595397811467
treatment1,1,20.52874652798872,1,46,3,1,0,0,1,8.646667250923278,6196.690007084817
treatment1,0,28.997545448531064,0,36,1,0,1,0,1,5.347139285175029,3487.4103385983694
control,1,12.41909897333744,0,40,0,1,1,0,1,9.023865141110338,4894.697280022136
treatment1,1,22.13279247765854,0,56,0,0,0,0,1,10.190606612453033,4736.646754189939
treatment1,1,27.637393583673614,0,54,2,1,0,0,0,13.849062139312993,8414.244691016911
treatment1,1,22.760542929458047,1,53,3,1,1,1,0,10.791620997482967,6802.78313205059
treatment1,1,23.776186472756493,1,56,2,1,0,0,0,8.579265725942161,8467.192557838764
control,0,7.047895992429423,1,37,1,0,1,1,0,9.584479888084541,4656.130826683369
treatment1,1,19.202962540434626,1,36,2,0,0,0,0,9.89002388657779,4114.32783205959
treatment1,0,16.286814172879236,1,48,2,0,0,0,0,9.751277348632238,4200.152428375458
treatment1,1,24.702037765460897,0,37,1,0,0,0,0,10.416553050277644,5111.165307438974
treatment1,0,19.835544791058332,0,42,1,0,0,0,0,7.927556373794652,3914.47027772134
treatment1,0,17.166926927517572,0,37,0,0,0,0,0,6.628008122937642,3898.2814026952924
treatment1,1,20.040915380329984,0,34,2,0,1,0,0,10.803064600244985,5023.39232571139
control,1,9.901153442334264,0,51,0,1,0,0,0,14.535209535838746,7989.641454117721
treatment1,0,23.763260995174768,1,43,0,1,0,0,0,12.27615107464314,6379.41591670819
treatment1,0,22.342511190881687,0,45,1,1,0,0,0,11.792483299949808,5822.512413680537
treatment1,1,22.02401808988874,0,47,0,1,0,0,1,10.686591207299603,5587.0509073426065
control,0,7.668397161416249,1,43,1,0,0,0,0,10.09929823314331,3568.076598289659
treatment1,0,22.33099209040609,1,34,2,1,0,0,1,10.724896894501592,5786.38378797255
control,0,13.82821157959532,0,25,1,0,0,0,0,14.876038413842792,5645.629242999263
control,0,3.2002476232244983,0,36,2,1,1,0,0,9.897097853043558,5511.2521148978085
control,1,4.989736715854235,1,48,0,1,1,0,0,9.534571634348307,6806.361945991993
control,0,2.7019692358419105,1,35,1,1,0,0,0,10.571068468521078,6496.230134330792
treatment1,1,23.644840165746466,0,27,2,0,1,0,0,12.673106616207354,3265.8031573130797
treatment1,1,23.72368356992755,0,40,1,0,0,1,1,11.949633093718786,5425.707181847321
control,1,11.41685098235036,1,41,2,0,0,0,0,10.238469484226517,4451.061837643212
treatment1,1,26.413886226969883,1,48,0,1,1,1,0,8.530288533338139,6650.21222400373
treatment1,1,25.581805391204426,0,40,0,0,1,0,1,9.066813146130588,4019.9499030130296
control,0,0.929139483319462,1,42,0,0,0,1,0,6.200999486631439,3121.575359738582
control,0,8.956043317870277,1,40,1,0,0,0,0,6.637876208245795,3811.031050194517
control,0,8.099488509272625,0,39,1,0,1,0,0,9.950120610309087,4626.348629296804
control,1,6.58597420688059,0,49,1,1,1,0,0,10.505893521278157,6355.564685096441
treatment1,0,20.24719974274004,0,47,2,0,0,1,0,11.674650249725609,5423.542685027482
treatment1,0,20.42100918535418,0,38,2,1,0,1,1,12.04407184276397,6815.9241336198165
control,0,12.029163460537605,0,37,0,1,0,1,0,6.562846476882118,4312.711176939773
control,0,4.899540259377915,1,54,1,0,0,1,1,5.475721685953175,3587.1230474631257
control,1,6.289183521232177,0,41,0,0,0,0,1,5.951555693123862,4025.5794647088187
treatment1,0,25.469641188492833,1,43,0,1,0,0,0,9.001593975806854,5367.205479506162
treatment1,1,24.935865407128677,1,43,0,0,1,0,0,10.683084334235103,5223.44197859401
control,1,10.419678924194592,0,38,1,0,0,0,0,8.904139810753312,3810.2543414425077
treatment1,0,12.511772742312791,1,35,1,1,1,0,0,11.018609408632125,5528.398160733333
treatment1,1,31.973279802075517,1,53,0,0,1,0,1,9.130537370391462,4505.17615145922
treatment1,1,22.885229707287422,1,37,0,0,0,1,1,9.225360540953533,3924.949250064285
treatment1,0,26.16947770841124,0,44,2,1,1,0,0,7.02261137166584,4519.00836196448
treatment1,0,20.042993054480153,0,41,3,1,0,0,0,14.772463305003342,6358.099576689392
control,0,2.106752430237096,0,28,1,0,0,0,1,11.220703710001432,4790.293619396671
control,1,5.990857800806406,1,35,0,0,0,0,0,9.446526910497022,4264.9479267019
control,1,8.908048397054786,1,34,0,0,0,0,0,9.27275293734582,3169.071521527627
control,0,8.260944457257656,0,35,0,0,0,1,0,11.887550394193767,5046.037765123214
treatment1,0,20.064731410531753,0,31,1,1,0,0,1,11.778377036148555,6009.27825809649
treatment1,0,21.566822602180075,1,47,0,0,1,0,0,10.178850181323645,4876.561509994459
control,0,0.6287263874695692,0,47,0,1,0,0,0,6.592069938475885,4909.360946433137
treatment1,1,25.90571441614461,0,39,1,1,1,0,0,5.927586866262776,4866.925345077839
treatment1,0,26.678974132858354,0,43,1,0,0,0,0,9.327172036033947,4363.297926306704
treatment1,0,17.105218540372665,0,48,1,1,1,0,0,12.56836785657451,6851.799196222223
control,1,7.4509451336969645,1,50,1,1,0,0,0,11.509837168700422,6908.41741168205
control,0,2.6073321054850593,0,37,1,0,0,1,0,9.408915798719503,4602.045499536939
control,1,7.768411296712822,0,33,1,0,0,1,0,11.340050740956054,4091.264976446143
control,1,4.875399842164391,0,51,0,1,0,0,1,9.182414127458824,6219.3582943060355
treatment1,1,16.715850544414636,0,38,1,0,1,0,1,8.419186285439523,4368.01595197458
control,1,1.6984037596357946,1,38,0,0,1,0,0,10.89889310564786,4669.495363582117
control,0,10.85402087764327,1,45,0,0,0,1,0,9.441923068793715,4463.28058492343
control,0,7.511628284082337,0,53,1,0,0,0,0,10.835353646152761,4466.2384145299275
control,0,3.639145196396255,1,41,0,1,1,0,1,9.195214587822791,5091.681139468244
control,0,13.13573535506949,0,42,0,0,1,1,1,10.030338376089752,3918.332547581521
treatment1,1,22.958374607384002,1,52,0,1,0,1,0,9.924071913982901,6361.289933031333
control,0,7.592036518124438,1,33,1,1,1,0,0,12.200092346863158,5870.186550509528
treatment1,1,26.751450464692827,0,49,1,1,0,0,0,12.284127527154853,6825.7337367642995
treatment1,1,17.744532235051732,0,36,2,0,0,0,0,12.6446013836798,4941.463748774734
treatment1,1,24.090034225737153,1,42,0,0,0,0,1,6.337792579949646,4177.653380276224
control,0,7.6384683783693665,0,46,1,1,1,0,0,10.904972320712393,5334.122733318562
treatment1,1,15.322517676830866,1,48,0,1,0,0,0,13.78858358862346,7153.754531973916
control,0,7.412642962664627,1,44,0,1,0,0,0,7.389684287915676,4827.932820841352
treatment1,0,18.294286414698497,1,40,0,0,1,0,0,11.471465361617785,5302.859544889911
treatment1,1,22.766611882042778,0,35,4,0,0,0,0,7.152701000585281,2386.6238531637496
control,0,6.656843248117464,0,29,0,1,1,0,0,10.822573907691588,5514.044517610764
control,0,10.467798512610813,1,54,0,1,0,0,0,14.618335448982256,7075.451946012345
control,1,9.962305636558648,1,41,1,0,0,1,1,11.83235603589466,5126.181573736176
treatment1,1,24.675580537360837,1,37,2,0,1,1,0,8.634715441210613,4558.024981883411
control,0,2.9465998768885,0,52,0,1,0,0,1,9.851703875911893,5585.359234118943
control,1,8.537906299033079,0,39,2,1,0,0,0,8.190685187675156,5026.434519464684
treatment1,0,20.24944868521885,1,39,0,1,0,0,0,9.596255571984786,5419.833517703476
treatment1,0,20.39663119404644,1,40,0,1,1,0,1,11.975400901003239,6148.35479002896
control,0,6.915499294073548,1,49,1,0,0,0,0,13.855344153218914,4759.419645207667
treatment1,1,29.021291977517663,0,41,2,1,1,0,0,11.345992204156609,5729.0543166028565
treatment1,1,30.015230943715398,0,37,0,0,0,0,0,7.665666388175763,3603.846462712396
control,1,9.77264243839193,1,36,2,1,0,0,0,7.572510107507014,4712.13101147598
control,0,11.112034231886396,1,41,2,1,0,0,0,4.951102047146379,4120.405042803134
control,0,7.241896187438643,1,41,0,0,0,0,0,10.132461053124835,5106.207010126878
treatment1,0,23.578085451082593,1,51,2,0,1,1,0,9.012211127249014,3803.7235566486333
control,0,8.338323541306536,0,38,0,1,0,0,0,9.508978188297094,5049.553453710079
control,1,5.057043819869954,1,44,0,1,0,1,0,10.832541732293361,6339.29933274488
treatment1,0,22.491229245606835,1,38,0,1,0,0,0,15.335228870484839,7171.485084216005
treatment1,1,24.008845952617033,1,35,1,0,0,1,0,12.369934149290117,4810.382329079771
control,1,11.17061188745547,0,48,1,1,1,0,0,9.757622314460177,6418.4252113894645
treatment1,0,20.81684229477155,1,50,0,0,0,0,0,7.579084357459415,4400.542476047789
control,0,8.594477594932497,1,37,2,1,0,0,0,8.091922373762927,5133.80708260979
control,0,7.341413748031444,0,36,1,0,0,0,0,7.625262032198407,3602.480418952281
treatment1,1,22.657027796236008,1,45,2,1,1,1,0,7.996318462592965,5115.426280132743
control,0,7.275599274617878,1,36,0,1,0,1,0,12.471521618879107,5788.966584765718
treatment1,1,28.68553313695394,0,37,1,1,0,0,0,8.86283627506954,5142.546128663497
control,1,11.381050760685046,0,44,1,0,1,0,1,7.797857216555868,3849.4414761192875
control,0,10.341988298746019,0,43,0,1,1,1,0,11.010718707118352,5464.059866612236
control,1,3.6715247606451715,1,32,1,0,0,1,0,8.955689324275603,2114.504879391256
control,1,8.559097989015694,0,36,1,0,0,1,1,7.519196352579145,3630.6314649198935
control,1,6.91872690045503,1,28,4,0,0,0,0,8.64399975577269,2074.1681161796882
treatment1,0,21.810455262852447,1,33,0,1,0,0,0,5.475965771651766,4176.768809033031
control,0,7.6780460693752834,0,41,1,0,0,1,1,9.68005431876599,4675.7098599962765
treatment1,1,20.641662182664547,0,45,1,1,0,0,0,9.587979050013256,5832.70358894735
control,0,6.37132006677564,1,48,1,1,1,0,1,12.136073400651364,6617.204693855396
treatment1,1,25.73605950167869,0,34,0,0,0,0,1,4.893574160042476,2153.990130860845
treatment1,0,24.0307309008017,1,52,0,1,1,0,1,11.61299279941295,5547.005808502239
control,0,9.41996201536966,1,37,1,1,0,1,0,9.31461269591044,5527.488655229888
control,1,5.290087080549641,0,47,1,1,0,1,1,8.509204213751081,5679.833769117561
